date,code,name,vwap930,close,result,dev930_pct
2026-05-20,5020,ENEOS,1334.25,1313.5,低,-1.56
2026-05-20,5108,ブリヂストン,3369.86,3320.0,低,-1.48
2026-05-20,5201,AGC,6173.92,6047.0,低,-2.06
2026-05-20,5253,カバー,1665.7,1692.0,高,1.58
2026-05-20,5401,日本製鉄,547.37,540.9000244140625,低,-1.18
2026-05-20,5406,神戸製鋼所,1895.54,1882.0,低,-0.71
2026-05-20,5411,JFEHD,1658.07,1640.5,低,-1.06
2026-05-20,5711,三菱マテリアル,4766.82,4772.0,高,0.11
2026-05-20,5713,住友金属鉱山,9008.69,8992.0,低,-0.19
2026-05-20,5801,古河電工,4750.26,5090.0,高,7.15
2026-05-20,5802,住友電工,2548.9,2662.5,高,4.46
2026-05-20,5803,フジクラ,4369.5,4291.0,低,-1.8
2026-05-20,6098,リクルートHD,9830.63,9740.0,低,-0.92
2026-05-20,6103,オークマ,4167.57,4085.0,低,-1.98
2026-05-20,6113,アマダ,2581.15,2583.5,高,0.09
2026-05-20,6146,ディスコ,60770.0,61160.0,高,0.64
2026-05-20,6254,野村マイクロ,4465.24,4430.0,低,-0.79
2026-05-20,6273,SMC,64473.98,64660.0,高,0.29
2026-05-20,6301,コマツ,6251.48,6172.0,低,-1.27
2026-05-20,6326,クボタ,2737.62,2673.5,低,-2.34
2026-05-20,6361,荏原製作所,4940.8,4926.0,低,-0.3
2026-05-20,6367,ダイキン,23513.93,23485.0,低,-0.12
2026-05-20,6501,日立製作所,4877.37,4900.0,高,0.46
2026-05-20,6503,三菱電機,5765.96,5751.0,低,-0.26
2026-05-20,6506,安川電機,6166.69,6101.0,低,-1.07
2026-05-20,6525,KOKUSAI ELECTRIC,6189.47,6276.0,高,1.4
2026-05-20,6526,ソシオネクスト,2199.2,2220.0,高,0.95
2026-05-20,6594,ニデック,2600.38,2593.0,低,-0.28
2026-05-20,6701,NEC,4164.74,4143.0,低,-0.52
2026-05-20,6702,富士通,3324.19,3276.0,低,-1.45
2026-05-20,6723,ルネサス,3430.52,3519.0,高,2.58
2026-05-20,6724,セイコーエプソン,2493.27,2453.0,低,-1.62
2026-05-20,6752,パナソニックHD,3249.33,3214.0,低,-1.09
2026-05-20,6758,ソニーG,3597.55,3592.0,低,-0.15
2026-05-20,6762,TDK,2871.66,2950.5,高,2.75
2026-05-20,6857,アドバンテスト,25552.87,25670.0,高,0.46
2026-05-20,6861,キーエンス,74058.31,73160.0,低,-1.21
2026-05-20,6902,デンソー,1851.96,1838.0,低,-0.75
2026-05-20,6920,レーザーテック,35143.07,35700.0,高,1.58
2026-05-20,6963,ローム,4111.04,4189.0,高,1.9
2026-05-20,6981,村田製作所,5922.93,6185.0,高,4.42
2026-05-20,6988,日東電工,3007.02,2990.0,低,-0.57
2026-05-20,7011,三菱重工業,3970.9,4020.0,高,1.24
2026-05-20,7012,川崎重工,2818.04,2821.0,高,0.1
2026-05-20,7013,IHI,2492.12,2569.5,高,3.1
2026-05-20,7182,ゆうちょ銀行,3127.59,3070.0,低,-1.84
2026-05-20,7186,コンコルディアFG,1691.8,1651.0,低,-2.41
2026-05-20,7201,日産自動車,356.4,356.20001220703125,低,-0.06
2026-05-20,7203,トヨタ自動車,2974.37,2948.0,低,-0.89
2026-05-20,7259,アイシン,2349.88,2324.0,低,-1.1
2026-05-20,7261,マツダ,1067.01,1057.5,低,-0.89
2026-05-20,7267,ホンダ,1348.32,1346.0,低,-0.17
2026-05-20,7269,スズキ,1790.8,1754.0,低,-2.05
2026-05-20,7270,SUBARU,2456.63,2439.5,低,-0.7
2026-05-20,7453,良品計画,3487.73,3513.0,高,0.72
2026-05-20,7532,パンパシフィックHD,883.7,870.9000244140625,低,-1.45
2026-05-20,7731,ニコン,1983.89,1923.0,低,-3.07
2026-05-20,7733,オリンパス,1881.07,1875.0,低,-0.32
2026-05-20,7735,SCREEN,10438.61,10520.0,高,0.78
2026-05-20,7741,HOYA,26666.31,26455.0,低,-0.79
2026-05-20,7751,キヤノン,4262.02,4184.0,低,-1.83
2026-05-20,7974,任天堂,7551.63,7487.0,低,-0.86
2026-05-20,8001,伊藤忠商事,1969.07,1926.0,低,-2.19
2026-05-20,8002,丸紅,5396.17,5354.0,低,-0.78
2026-05-20,8015,豊田通商,6852.31,6777.0,低,-1.1
2026-05-20,8031,三井物産,5836.34,5792.0,低,-0.76
2026-05-20,8035,東京エレクトロン,45704.53,46130.0,高,0.93
2026-05-20,8053,住友商事,1774.91,1749.75,低,-1.42
2026-05-20,8058,三菱商事,5499.82,5428.0,低,-1.31
2026-05-20,8233,高島屋,1991.6,1962.0,低,-1.49
2026-05-20,8267,イオン,1510.1,1516.0,高,0.39
2026-05-20,8306,三菱UFJ,3091.51,3036.0,低,-1.8
2026-05-20,8308,りそなHD,2067.4,2037.5,低,-1.45
2026-05-20,8316,三井住友FG,6002.61,5877.0,低,-2.09
2026-05-20,8411,みずほFG,7052.89,6972.0,低,-1.15
2026-05-20,8473,SBIHD,3056.97,3062.0,高,0.16
2026-05-20,8591,オリックス,6011.72,6067.0,高,0.92
2026-05-20,8604,野村HD,1266.17,1249.5,低,-1.32
2026-05-20,8630,SOMPOHD,6332.98,6210.0,低,-1.94
2026-05-20,8697,JPX,1821.95,1833.5,高,0.63
2026-05-20,8725,MS&ADHD,4494.0,4399.0,低,-2.11
2026-05-20,8750,第一生命HD,1651.77,1651.5,低,-0.02
2026-05-20,8766,東京海上HD,7993.64,7857.0,低,-1.71
2026-05-20,8801,三井不動産,1518.01,1508.0,低,-0.66
2026-05-20,8802,三菱地所,3957.23,3973.0,高,0.4
2026-05-20,8830,住友不動産,3862.18,3765.0,低,-2.52
2026-05-20,9020,JR東日本,3798.43,3771.0,低,-0.72
2026-05-20,9021,JR西日本,2719.97,2723.0,高,0.11
2026-05-20,9022,JR東海,3559.41,3562.0,高,0.07
2026-05-20,9064,ヤマトHD,1761.96,1746.0,低,-0.91
2026-05-20,9101,日本郵船,5555.03,5606.0,高,0.92
2026-05-20,9104,商船三井,5750.1,5787.0,高,0.64
2026-05-20,9107,川崎汽船,2552.03,2581.0,高,1.14
2026-05-20,9201,JAL,2554.16,2516.5,低,-1.47
2026-05-20,9202,ANAHD,2738.4,2708.5,低,-1.09
2026-05-20,9432,NTT,156.4,156.39999389648438,高,0.0
2026-05-20,9433,KDDI,2773.19,2793.0,高,0.71
2026-05-20,9434,ソフトバンク,228.09,226.60000610351562,低,-0.65
2026-05-20,9501,東京電力HD,558.46,548.0999755859375,低,-1.85
2026-05-20,9502,中部電力,2716.62,2688.5,低,-1.04
2026-05-20,9503,関西電力,2298.69,2268.5,低,-1.31
2026-05-20,9531,東京ガス,6732.4,6626.0,低,-1.58
2026-05-20,9532,大阪ガス,5783.63,5742.0,低,-0.72
2026-05-20,9684,スクエニHD,2775.38,2743.0,低,-1.17
2026-05-20,9697,カプコン,3194.96,3156.0,低,-1.22
2026-05-20,9766,コナミG,20485.75,20245.0,低,-1.18
2026-05-20,9843,ニトリHD,2500.72,2492.0,低,-0.35
2026-05-20,9983,ファーストリテイリング,74243.86,74640.0,高,0.53
2026-05-20,9984,ソフトバンクG,4973.55,5072.0,高,1.98
2026-05-21,1605,INPEX,3893.77,3878.0,低,-0.4
2026-05-21,1801,大成建設,13553.16,13555.0,高,0.01
2026-05-21,1802,大林組,3283.04,3245.0,低,-1.16
2026-05-21,1803,清水建設,2608.27,2585.0,低,-0.89
2026-05-21,1812,鹿島建設,5618.75,5594.0,低,-0.44
2026-05-21,1925,大和ハウス,4527.75,4475.0,低,-1.17
2026-05-21,1928,積水ハウス,3381.62,3331.0,低,-1.5
2026-05-21,2269,明治HD,3786.7,3720.0,低,-1.76
2026-05-21,2413,エムスリー,1419.05,1405.0,低,-0.99
2026-05-21,2502,アサヒGHD,1585.4,1578.0,低,-0.47
2026-05-21,2503,キリンHD,2753.49,2767.5,高,0.51
2026-05-21,2768,双日,5571.17,5562.0,低,-0.16
2026-05-21,2801,キッコーマン,1432.21,1403.5,低,-2.0
2026-05-21,2802,味の素,5144.09,5221.0,高,1.5
2026-05-21,285A,キオクシアHD,52044.42,55670.0,高,6.97
2026-05-21,2914,JT,6336.71,6263.0,低,-1.16
2026-05-21,3038,神戸物産,2781.99,2763.5,低,-0.66
2026-05-21,3092,ZOZO,1012.73,1016.5,高,0.37
2026-05-21,3099,三越伊勢丹HD,3231.52,3212.0,低,-0.6
2026-05-21,3289,東急不動産HD,1327.44,1314.5,低,-0.97
2026-05-21,3382,セブン&アイHD,1903.25,1890.0,低,-0.7
2026-05-21,3407,旭化成,1689.26,1703.5,高,0.84
2026-05-21,3436,SUMCO,3012.84,3108.0,高,3.16
2026-05-21,3778,さくらインターネット,2806.53,2837.0,高,1.09
2026-05-21,4005,住友化学,588.64,590.7000122070312,高,0.35
2026-05-21,4063,信越化学,6969.56,6881.0,低,-1.27
2026-05-21,4183,三井化学,2036.94,2041.5,高,0.22
2026-05-21,4188,三菱ケミカルG,1005.28,1003.5,低,-0.18
2026-05-21,4307,野村総研,4703.55,4703.0,低,-0.01
2026-05-21,4385,メルカリ,4136.04,4080.0,低,-1.35
2026-05-21,4452,花王,2974.9,2962.0,低,-0.43
2026-05-21,4502,武田薬品,5288.48,5203.0,低,-1.62
2026-05-21,4503,アステラス製薬,2337.1,2279.0,低,-2.49
2026-05-21,4507,塩野義製薬,3050.3,2982.0,低,-2.24
2026-05-21,4519,中外製薬,8028.25,7854.0,低,-2.17
2026-05-21,4523,エーザイ,4238.57,4245.0,高,0.15
2026-05-21,4543,テルモ,2344.29,2335.0,低,-0.4
2026-05-21,4568,第一三共,2666.66,2660.5,低,-0.23
2026-05-21,4578,大塚HD,11819.84,11675.0,低,-1.23
2026-05-21,4689,LINEヤフー,413.59,412.29998779296875,低,-0.31
2026-05-21,4751,サイバーエージェント,1327.84,1314.0,低,-1.04
2026-05-21,4755,楽天G,768.53,755.2000122070312,低,-1.73
2026-05-21,4901,富士フイルム,3171.7,3188.0,高,0.51
2026-05-21,4911,資生堂,2798.06,2763.5,低,-1.24
2026-05-21,5019,出光興産,1348.3,1351.5,高,0.24
2026-05-21,5020,ENEOS,1305.48,1305.5,高,0.0
2026-05-21,5108,ブリヂストン,3348.68,3344.0,低,-0.14
2026-05-21,5201,AGC,6086.64,6218.0,高,2.16
2026-05-21,5253,カバー,1657.81,1741.0,高,5.02
2026-05-21,5401,日本製鉄,544.22,546.7999877929688,高,0.47
2026-05-21,5406,神戸製鋼所,1910.05,1929.5,高,1.02
2026-05-21,5411,JFEHD,1655.26,1653.0,低,-0.14
2026-05-21,5711,三菱マテリアル,4822.45,4891.0,高,1.42
2026-05-21,5713,住友金属鉱山,9085.37,9217.0,高,1.45
2026-05-21,5801,古河電工,5021.68,4960.0,低,-1.23
2026-05-21,5802,住友電工,2622.95,2690.0,高,2.56
2026-05-21,5803,フジクラ,4443.44,4500.0,高,1.27
2026-05-21,6098,リクルートHD,9652.96,9612.0,低,-0.42
2026-05-21,6103,オークマ,4078.41,4040.0,低,-0.94
2026-05-21,6113,アマダ,2634.23,2656.5,高,0.85
2026-05-21,6146,ディスコ,64427.13,65840.0,高,2.19
2026-05-21,6254,野村マイクロ,4538.97,4585.0,高,1.01
2026-05-21,6273,SMC,65467.99,64700.0,低,-1.17
2026-05-21,6301,コマツ,6298.87,6186.0,低,-1.79
2026-05-21,6326,クボタ,2697.7,2708.0,高,0.38
2026-05-21,6361,荏原製作所,5013.09,5054.0,高,0.82
2026-05-21,6367,ダイキン,23991.63,23660.0,低,-1.38
2026-05-21,6501,日立製作所,4925.63,5107.0,高,3.68
2026-05-21,6503,三菱電機,5983.16,6099.0,高,1.94
2026-05-21,6506,安川電機,6435.48,6691.0,高,3.97
2026-05-21,6525,KOKUSAI ELECTRIC,6430.51,7083.0,高,10.15
2026-05-21,6526,ソシオネクスト,2370.87,2643.0,高,11.48
2026-05-21,6594,ニデック,2621.47,2658.0,高,1.39
2026-05-21,6701,NEC,4177.22,4145.0,低,-0.77
2026-05-21,6702,富士通,3199.69,3242.0,高,1.32
2026-05-21,6723,ルネサス,3729.44,3816.0,高,2.32
2026-05-21,6724,セイコーエプソン,2435.49,2433.5,低,-0.08
2026-05-21,6752,パナソニックHD,3289.72,3430.0,高,4.26
2026-05-21,6758,ソニーG,3546.62,3553.0,高,0.18
2026-05-21,6762,TDK,3122.89,3143.0,高,0.64
2026-05-21,6857,アドバンテスト,26589.2,26665.0,高,0.29
2026-05-21,6861,キーエンス,75981.82,76860.0,高,1.16
2026-05-21,6902,デンソー,1855.41,1845.5,低,-0.53
2026-05-21,6920,レーザーテック,37638.61,38180.0,高,1.44
2026-05-21,6963,ローム,4356.25,4402.0,高,1.05
2026-05-21,6981,村田製作所,6587.99,6714.0,高,1.91
2026-05-21,6988,日東電工,3032.27,3058.0,高,0.85
2026-05-21,7011,三菱重工業,3937.16,3953.0,高,0.4
2026-05-21,7012,川崎重工,2808.55,2856.0,高,1.69
2026-05-21,7013,IHI,2644.41,2677.5,高,1.25
2026-05-21,7182,ゆうちょ銀行,3161.21,3182.0,高,0.66
2026-05-21,7186,コンコルディアFG,1696.52,1695.0,低,-0.09
2026-05-21,7201,日産自動車,362.35,362.0,低,-0.1
2026-05-21,7203,トヨタ自動車,3003.27,2996.5,低,-0.23
2026-05-21,7259,アイシン,2371.43,2363.5,低,-0.33
2026-05-21,7261,マツダ,1087.26,1081.0,低,-0.58
2026-05-21,7267,ホンダ,1366.95,1386.0,高,1.39
2026-05-21,7269,スズキ,1796.79,1789.0,低,-0.43
2026-05-21,7270,SUBARU,2496.04,2495.5,低,-0.02
2026-05-21,7453,良品計画,3480.31,3442.0,低,-1.1
2026-05-21,7532,パンパシフィックHD,864.27,864.7000122070312,高,0.05
2026-05-21,7731,ニコン,1884.32,1967.5,高,4.41
2026-05-21,7733,オリンパス,1853.01,1844.0,低,-0.49
2026-05-21,7735,SCREEN,10795.59,10765.0,低,-0.28
2026-05-21,7741,HOYA,26978.74,26700.0,低,-1.03
2026-05-21,7751,キヤノン,4197.98,4141.0,低,-1.36
2026-05-21,7974,任天堂,7351.84,7295.0,低,-0.77
2026-05-21,8001,伊藤忠商事,1947.63,1946.0,低,-0.08
2026-05-21,8002,丸紅,5401.45,5327.0,低,-1.38
2026-05-21,8015,豊田通商,6894.25,6828.0,低,-0.96
2026-05-21,8031,三井物産,5768.42,5662.0,低,-1.84
2026-05-21,8035,東京エレクトロン,48142.97,48700.0,高,1.16
2026-05-21,8053,住友商事,1760.35,1785.5,高,1.43
2026-05-21,8058,三菱商事,5379.16,5405.0,高,0.48
2026-05-21,8233,高島屋,1987.52,1974.0,低,-0.68
2026-05-21,8267,イオン,1529.78,1498.5,低,-2.04
2026-05-21,8306,三菱UFJ,3134.05,3080.0,低,-1.72
2026-05-21,8308,りそなHD,2121.94,2129.5,高,0.36
2026-05-21,8316,三井住友FG,6126.87,6056.0,低,-1.16
2026-05-21,8411,みずほFG,7289.69,7307.0,高,0.24
2026-05-21,8473,SBIHD,3128.54,3086.0,低,-1.36
2026-05-21,8591,オリックス,6322.39,6247.0,低,-1.19
2026-05-21,8604,野村HD,1283.16,1291.0,高,0.61
2026-05-21,8630,SOMPOHD,5831.67,5567.0,低,-4.54
2026-05-21,8697,JPX,1866.6,1877.0,高,0.56
2026-05-21,8725,MS&ADHD,4445.14,4387.0,低,-1.31
2026-05-21,8750,第一生命HD,1671.73,1669.0,低,-0.16
2026-05-21,8766,東京海上HD,7868.88,7710.0,低,-2.02
2026-05-21,8801,三井不動産,1542.69,1527.0,低,-1.02
2026-05-21,8802,三菱地所,4105.51,4117.0,高,0.28
2026-05-21,8830,住友不動産,3768.07,3805.0,高,0.98
2026-05-21,9020,JR東日本,3796.39,3705.0,低,-2.41
2026-05-21,9021,JR西日本,2741.02,2734.5,低,-0.24
2026-05-21,9022,JR東海,3574.88,3541.0,低,-0.95
2026-05-21,9064,ヤマトHD,1780.05,1786.0,高,0.33
2026-05-21,9101,日本郵船,5564.63,5509.0,低,-1.0
2026-05-21,9104,商船三井,5784.38,5746.0,低,-0.66
2026-05-21,9107,川崎汽船,2567.29,2546.0,低,-0.83
2026-05-21,9201,JAL,2554.87,2569.0,高,0.55
2026-05-21,9202,ANAHD,2783.27,2783.0,低,-0.01
2026-05-21,9432,NTT,155.25,154.1999969482422,低,-0.67
2026-05-21,9433,KDDI,2797.66,2730.0,低,-2.42
2026-05-21,9434,ソフトバンク,226.73,225.10000610351562,低,-0.72
2026-05-21,9501,東京電力HD,555.92,557.2000122070312,高,0.23
2026-05-21,9502,中部電力,2701.48,2717.5,高,0.59
2026-05-21,9503,関西電力,2296.62,2300.5,高,0.17
2026-05-21,9531,東京ガス,6649.58,6689.0,高,0.59
2026-05-21,9532,大阪ガス,5713.4,5675.0,低,-0.67
2026-05-21,9684,スクエニHD,2708.0,2745.0,高,1.37
2026-05-21,9697,カプコン,3185.11,3208.0,高,0.72
2026-05-21,9766,コナミG,19688.64,19530.0,低,-0.81
2026-05-21,9843,ニトリHD,2496.56,2470.0,低,-1.06
2026-05-21,9983,ファーストリテイリング,74523.87,73230.0,低,-1.74
2026-05-21,9984,ソフトバンクG,5774.66,6039.0,高,4.58
2026-05-22,1605,INPEX,3793.55,3837.0,高,1.15
2026-05-22,1801,大成建設,13341.55,13330.0,低,-0.09
2026-05-22,1802,大林組,3224.18,3204.0,低,-0.63
2026-05-22,1803,清水建設,2549.66,2561.5,高,0.46
2026-05-22,1812,鹿島建設,5500.83,5484.0,低,-0.31
2026-05-22,1925,大和ハウス,4441.86,4419.0,低,-0.51
2026-05-22,1928,積水ハウス,3297.74,3338.0,高,1.22
2026-05-22,2269,明治HD,3690.84,3708.0,高,0.46
2026-05-22,2413,エムスリー,1417.82,1424.0,高,0.44
2026-05-22,2502,アサヒGHD,1571.95,1562.0,低,-0.63
2026-05-22,2503,キリンHD,2746.87,2715.5,低,-1.14
2026-05-22,2768,双日,5487.06,5561.0,高,1.35
2026-05-22,2801,キッコーマン,1383.36,1423.0,高,2.87
2026-05-22,2802,味の素,5226.88,5290.0,高,1.21
2026-05-22,285A,キオクシアHD,56998.14,57380.0,高,0.67
2026-05-22,2914,JT,6217.51,6143.0,低,-1.2
2026-05-22,3038,神戸物産,2718.59,2727.5,高,0.33
2026-05-22,3092,ZOZO,993.85,1020.0,高,2.63
2026-05-22,3099,三越伊勢丹HD,3264.52,3317.0,高,1.61
2026-05-22,3289,東急不動産HD,1274.58,1263.0,低,-0.91
2026-05-22,3382,セブン&アイHD,1867.23,1867.5,高,0.01
2026-05-22,3407,旭化成,1710.1,1726.0,高,0.93
2026-05-22,3436,SUMCO,3225.24,3232.0,高,0.21
2026-05-22,3778,さくらインターネット,2888.98,2923.0,高,1.18
2026-05-22,4005,住友化学,589.8,587.7000122070312,低,-0.36
2026-05-22,4063,信越化学,6972.47,7062.0,高,1.28
2026-05-22,4183,三井化学,2053.49,2054.5,高,0.05
2026-05-22,4188,三菱ケミカルG,1021.3,1025.0,高,0.36
2026-05-22,4307,野村総研,4676.21,4674.0,低,-0.05
2026-05-22,4385,メルカリ,4053.59,4205.0,高,3.74
2026-05-22,4452,花王,3004.65,2995.0,低,-0.32
2026-05-22,4502,武田薬品,5174.0,5126.0,低,-0.93
2026-05-22,4503,アステラス製薬,2269.77,2272.0,高,0.1
2026-05-22,4507,塩野義製薬,2992.25,2962.5,低,-0.99
2026-05-22,4519,中外製薬,7848.21,8052.0,高,2.6
2026-05-22,4523,エーザイ,4230.69,4170.0,低,-1.43
2026-05-22,4543,テルモ,2346.84,2396.0,高,2.09
2026-05-22,4568,第一三共,2653.28,2641.5,低,-0.44
2026-05-22,4578,大塚HD,11501.7,11665.0,高,1.42
2026-05-22,4689,LINEヤフー,406.83,408.70001220703125,高,0.46
2026-05-22,4751,サイバーエージェント,1334.53,1377.5,高,3.22
2026-05-22,4755,楽天G,768.61,782.2000122070312,高,1.77
2026-05-22,4901,富士フイルム,3166.27,3187.0,高,0.65
2026-05-22,4911,資生堂,2778.09,2693.5,低,-3.04
2026-05-22,5019,出光興産,1327.69,1334.0,高,0.48
2026-05-22,5020,ENEOS,1294.34,1300.0,高,0.44
2026-05-22,5108,ブリヂストン,3330.95,3323.0,低,-0.24
2026-05-22,5201,AGC,6397.45,6528.0,高,2.04
2026-05-22,5253,カバー,1803.28,1753.0,低,-2.79
2026-05-22,5401,日本製鉄,549.34,553.2000122070312,高,0.7
2026-05-22,5406,神戸製鋼所,1949.4,1955.5,高,0.31
2026-05-22,5411,JFEHD,1643.37,1638.0,低,-0.33
2026-05-22,5711,三菱マテリアル,5093.33,5065.0,低,-0.56
2026-05-22,5713,住友金属鉱山,9512.94,9502.0,低,-0.12
2026-05-22,5801,古河電工,5290.57,5400.0,高,2.07
2026-05-22,5802,住友電工,2901.51,2950.0,高,1.67
2026-05-22,5803,フジクラ,4724.29,4879.0,高,3.27
2026-05-22,6098,リクルートHD,9525.17,9798.0,高,2.86
2026-05-22,6103,オークマ,4054.47,4035.0,低,-0.48
2026-05-22,6113,アマダ,2671.01,2740.5,高,2.6
2026-05-22,6146,ディスコ,66401.45,65880.0,低,-0.79
2026-05-22,6254,野村マイクロ,4803.22,4970.0,高,3.47
2026-05-22,6273,SMC,65663.95,66020.0,高,0.54
2026-05-22,6301,コマツ,6232.21,6259.0,高,0.43
2026-05-22,6326,クボタ,2735.47,2688.5,低,-1.72
2026-05-22,6361,荏原製作所,5326.78,5460.0,高,2.5
2026-05-22,6367,ダイキン,23684.24,24030.0,高,1.46
2026-05-22,6501,日立製作所,5129.2,5027.0,低,-1.99
2026-05-22,6503,三菱電機,6230.93,6291.0,高,0.96
2026-05-22,6506,安川電機,6860.0,7048.0,高,2.74
2026-05-22,6525,KOKUSAI ELECTRIC,7201.02,7201.0,低,-0.0
2026-05-22,6526,ソシオネクスト,2765.63,2718.5,低,-1.7
2026-05-22,6594,ニデック,2750.34,2722.0,低,-1.03
2026-05-22,6701,NEC,4110.28,4122.0,高,0.29
2026-05-22,6702,富士通,3337.43,3315.0,低,-0.67
2026-05-22,6723,ルネサス,3966.64,4025.0,高,1.47
2026-05-22,6724,セイコーエプソン,2476.46,2536.5,高,2.42
2026-05-22,6752,パナソニックHD,3477.13,3506.0,高,0.83
2026-05-22,6758,ソニーG,3483.29,3536.0,高,1.51
2026-05-22,6762,TDK,3212.97,3351.0,高,4.3
2026-05-22,6857,アドバンテスト,26687.73,26935.0,高,0.93
2026-05-22,6861,キーエンス,79449.24,79600.0,高,0.19
2026-05-22,6902,デンソー,1840.98,1835.0,低,-0.32
2026-05-22,6920,レーザーテック,38492.66,38170.0,低,-0.84
2026-05-22,6963,ローム,4500.01,4573.0,高,1.62
2026-05-22,6981,村田製作所,6905.06,7171.0,高,3.85
2026-05-22,6988,日東電工,3093.86,3085.0,低,-0.29
2026-05-22,7011,三菱重工業,3948.54,3974.0,高,0.64
2026-05-22,7012,川崎重工,3091.18,2963.5,低,-4.13
2026-05-22,7013,IHI,2785.19,2766.0,低,-0.69
2026-05-22,7182,ゆうちょ銀行,3147.76,3121.0,低,-0.85
2026-05-22,7186,コンコルディアFG,1668.49,1665.0,低,-0.21
2026-05-22,7201,日産自動車,362.34,363.6000061035156,高,0.35
2026-05-22,7203,トヨタ自動車,2995.26,2998.0,高,0.09
2026-05-22,7259,アイシン,2349.65,2317.0,低,-1.39
2026-05-22,7261,マツダ,1076.07,1071.5,低,-0.42
2026-05-22,7267,ホンダ,1394.83,1400.5,高,0.41
2026-05-22,7269,スズキ,1786.57,1792.5,高,0.33
2026-05-22,7270,SUBARU,2457.91,2444.5,低,-0.55
2026-05-22,7453,良品計画,3551.07,3618.0,高,1.88
2026-05-22,7532,パンパシフィックHD,868.73,871.2000122070312,高,0.28
2026-05-22,7731,ニコン,1951.28,1958.0,高,0.34
2026-05-22,7733,オリンパス,1877.71,1883.0,高,0.28
2026-05-22,7735,SCREEN,11019.95,10735.0,低,-2.59
2026-05-22,7741,HOYA,26610.08,26450.0,低,-0.6
2026-05-22,7751,キヤノン,4151.89,4185.0,高,0.8
2026-05-22,7974,任天堂,7276.35,7243.0,低,-0.46
2026-05-22,8001,伊藤忠商事,1931.24,1951.0,高,1.02
2026-05-22,8002,丸紅,5265.67,5266.0,高,0.01
2026-05-22,8015,豊田通商,6824.69,6983.0,高,2.32
2026-05-22,8031,三井物産,5486.84,5593.0,高,1.93
2026-05-22,8035,東京エレクトロン,49177.84,49830.0,高,1.33
2026-05-22,8053,住友商事,1767.48,1787.25,高,1.12
2026-05-22,8058,三菱商事,5329.9,5434.0,高,1.95
2026-05-22,8233,高島屋,1978.2,1979.0,高,0.04
2026-05-22,8267,イオン,1446.69,1476.5,高,2.06
2026-05-22,8306,三菱UFJ,3093.47,3110.0,高,0.53
2026-05-22,8308,りそなHD,2114.13,2138.0,高,1.13
2026-05-22,8316,三井住友FG,6010.67,6001.0,低,-0.16
2026-05-22,8411,みずほFG,7346.21,7454.0,高,1.47
2026-05-22,8473,SBIHD,3064.61,3063.0,低,-0.05
2026-05-22,8591,オリックス,6196.65,6245.0,高,0.78
2026-05-22,8604,野村HD,1298.72,1294.0,低,-0.36
2026-05-22,8630,SOMPOHD,5718.34,5652.0,低,-1.16
2026-05-22,8697,JPX,1947.35,1978.5,高,1.6
2026-05-22,8725,MS&ADHD,4270.24,4241.0,低,-0.68
2026-05-22,8750,第一生命HD,1639.06,1649.0,高,0.61
2026-05-22,8766,東京海上HD,7493.22,7395.0,低,-1.31
2026-05-22,8801,三井不動産,1470.87,1480.0,高,0.62
2026-05-22,8802,三菱地所,4075.87,4062.0,低,-0.34
2026-05-22,8830,住友不動産,3667.47,3759.0,高,2.5
2026-05-22,9020,JR東日本,3643.59,3605.0,低,-1.06
2026-05-22,9021,JR西日本,2703.8,2700.0,低,-0.14
2026-05-22,9022,JR東海,3532.67,3550.0,高,0.49
2026-05-22,9064,ヤマトHD,1773.56,1769.5,低,-0.23
2026-05-22,9101,日本郵船,5398.15,5383.0,低,-0.28
2026-05-22,9104,商船三井,5635.0,5654.0,高,0.34
2026-05-22,9107,川崎汽船,2520.78,2510.0,低,-0.43
2026-05-22,9201,JAL,2564.38,2579.5,高,0.59
2026-05-22,9202,ANAHD,2787.14,2791.0,高,0.14
2026-05-22,9432,NTT,153.78,152.6999969482422,低,-0.7
2026-05-22,9433,KDDI,2695.72,2699.0,高,0.12
2026-05-22,9434,ソフトバンク,223.95,223.10000610351562,低,-0.38
2026-05-22,9501,東京電力HD,557.71,551.7999877929688,低,-1.06
2026-05-22,9502,中部電力,2711.16,2725.0,高,0.51
2026-05-22,9503,関西電力,2311.08,2261.0,低,-2.17
2026-05-22,9531,東京ガス,6589.9,6539.0,低,-0.77
2026-05-22,9532,大阪ガス,5663.37,5662.0,低,-0.02
2026-05-22,9684,スクエニHD,2689.81,2691.5,高,0.06
2026-05-22,9697,カプコン,3168.36,3177.0,高,0.27
2026-05-22,9766,コナミG,19245.2,19630.0,高,2.0
2026-05-22,9843,ニトリHD,2537.49,2559.0,高,0.85
2026-05-22,9983,ファーストリテイリング,74279.02,75500.0,高,1.64
2026-05-22,9984,ソフトバンクG,6730.73,6700.0,低,-0.46
2026-05-25,1605,INPEX,3762.88,3669.0,低,-2.49
2026-05-25,1801,大成建設,14425.99,14240.0,低,-1.29
2026-05-25,1802,大林組,3308.01,3312.0,高,0.12
2026-05-25,1803,清水建設,2660.3,2663.5,高,0.12
2026-05-25,1812,鹿島建設,5665.13,5664.0,低,-0.02
2026-05-25,1925,大和ハウス,4440.24,4433.0,低,-0.16
2026-05-25,1928,積水ハウス,3364.97,3341.0,低,-0.71
2026-05-25,2269,明治HD,3655.39,3638.0,低,-0.48
