7203,トヨタ自動車,自動車・輸送機
8306,三菱UFJ,銀行
9984,ソフトバンクG,情報通信・サービス
6857,アドバンテスト,電機・精密
8035,東京エレクトロン,電機・精密
6146,ディスコ,電機・精密
6920,レーザーテック,電機・精密
7011,三菱重工業,機械
5803,フジクラ,鉄鋼・非鉄
9983,ファーストリテイリング,小売
6501,日立製作所,電機・精密
8058,三菱商事,商社・卸売
